500,Clara Collins,c.collins.24@dartmouth.edu,2024,f,b
501,Isabelle Ingram,i.ingram.23@dartmouth.edu,2023,f,b
502,Sophie Sutton,s.sutton.25@dartmouth.edu,2025,f,b
503,Grace Gallagher,g.gallagher.26@dartmouth.edu,2026,f,b
504,Lily Lawson,l.lawson.22@dartmouth.edu,2022,f,b
505,Hazel Holmes,h.holmes.24@dartmouth.edu,2024,f,b
506,Nora Newton,n.newton.23@dartmouth.edu,2023,f,b
507,Ella Ellis,e.ellis.25@dartmouth.edu,2025,f,b
508,Charlotte Chandler,c.chandler.26@dartmouth.edu,2026,f,b
509,Ava Austin,a.austin.22@dartmouth.edu,2022,f,b
510,Amelia Abbott,a.abbott.24@dartmouth.edu,2024,f,b
511,Scarlett Summers,s.summers.23@dartmouth.edu,2023,f,b
512,Samantha Sinclair,s.sinclair.25@dartmouth.edu,2025,f,b
513,Phoebe Porter,p.porter.26@dartmouth.edu,2026,f,b
514,Isabella Ives,i.ives.22@dartmouth.edu,2022,f,b
515,Julia Jackson,j.jackson.24@dartmouth.edu,2024,f,b
516,Harper Hayes,h.hayes.23@dartmouth.edu,2023,f,b
517,Eleanor Ellis,e.ellis.25@dartmouth.edu,2025,f,b
518,Stella Stevens,s.stevens.26@dartmouth.edu,2026,f,b
519,Emily Evans,e.evans.22@dartmouth.edu,2022,f,b
520,Alice Adams,a.adams.24@dartmouth.edu,2024,f,b
521,Clara Cooper,c.cooper.23@dartmouth.edu,2023,f,b
522,Charlotte Chapman,c.chapman.25@dartmouth.edu,2025,f,b
523,Ruby Richardson,r.richardson.26@dartmouth.edu,2026,f,b
524,Luna Lee,l.lee.22@dartmouth.edu,2022,f,b
525,Elise Edwards,e.edwards.24@dartmouth.edu,2024,f,b
526,Isabelle Ingram,i.ingram.23@dartmouth.edu,2023,f,b
527,Aurora Archer,a.archer.25@dartmouth.edu,2025,f,b
528,Olivia Oliver,o.oliver.26@dartmouth.edu,2026,f,b
529,Evelyn Ellis,e.ellis.22@dartmouth.edu,2022,f,b
530,Willow Wallace,w.wallace.24@dartmouth.edu,2024,f,b
531,Sophia Shepard,s.shepard.23@dartmouth.edu,2023,f,b
532,Harper Harris,h.harris.25@dartmouth.edu,2025,f,b
533,Hannah Hunter,h.hunter.26@dartmouth.edu,2026,f,b
534,Ava Andrews,a.andrews.22@dartmouth.edu,2022,f,b
535,Ellie Elliott,e.elliott.24@dartmouth.edu,2024,f,b
536,Georgia Green,g.green.23@dartmouth.edu,2023,f,b
537,Isabella Ingram,i.ingram.25@dartmouth.edu,2025,f,b
538,Mia Miller,m.miller.26@dartmouth.edu,2026,f,b
539,Alice Adams,a.adams.22@dartmouth.edu,2022,f,b
540,Lily Long,l.long.24@dartmouth.edu,2024,f,b
541,Sophie Scott,s.scott.23@dartmouth.edu,2023,f,b
542,Charlotte Chapman,c.chapman.25@dartmouth.edu,2025,f,b
543,Eva Evans,e.evans.26@dartmouth.edu,2026,f,b
544,Nova Nelson,n.nelson.22@dartmouth.edu,2022,f,b
545,Luna Lawson,l.lawson.24@dartmouth.edu,2024,f,b
546,Hazel Hughes,h.hughes.23@dartmouth.edu,2023,f,b
547,Isabella Ingram,i.ingram.25@dartmouth.edu,2025,f,b
548,Harper Hill,h.hill.26@dartmouth.edu,2026,f,b
549,Emily Ellis,e.ellis.22@dartmouth.edu,2022,f,b
550,Ava Abbott,a.abbott.24@dartmouth.edu,2024,f,b
